,biases,tweets
928,40,"After being grounded by regulators, the Boeing 737 MAX is approved to fly again—with new safeguards. Here's what’s… "
929,40,Thailand protesters call on parliament to make democratic overhaul after lawmakers vote to advance constitutional a… 
930,40,"Congo is free of Ebola for the first time in two years, raising hopes that authorities will be able to deploy a fut… "
931,40,House Democrats backed Nancy Pelosi to serve her fourth term as House Speaker 
932,40,"To soothe visitors unsettled by the pandemic, some museums are showing works that aim to foster calm and hope "
933,40,From @WSJopinion: President Trump blames the election result on Dominion’s systems. Where’s the evidence? 
934,40,"While the U.S. and Europe struggle to contain an autumn surge in coronavirus infections, Finland and Norway are buc… "
935,40,"As pharma companies release more positive news on the development of Covid-19 vaccines, @ahirtens explains why many… "
936,40,Fred VanVleet did not hear his name called on his NBA draft night. Now he’s perhaps the most coveted free agent on… 
937,40,"Target said sales rose steadily in its most recent quarter, as demand for household goods and home office supplies… "
938,40,Republicans found success in local and congressional races by turning progressive slogans like “defund the police”… 
939,40,"Boeing's 737 MAX planes are clear to fly again, the FAA said. The jets have been grounded since March 2019 after tw… "
940,40,President Trump fired Chris Krebs. The top cybersecurity official has defended the integrity of the election and di… 
941,40,Language-learning app Duolingo is on track to double its annual revenue in 2020 to as much as $200 million 
942,60,".@HayesBrown: President-elect Biden's Cabinet shortlist should include Hillary Clinton for U.N. ambassador
"
943,60,"WATCH: @Maddow: Don't get this thing. Do whatever you can to keep from getting it.

Rachel reveals that her partner… "
944,60,".@MaddowBlog: Why the ""dangerous"" press conference from Pres. Trump's lawyers matters
"
945,60,"“It’s a clown show that is causing a 5-alarm fire,” @chucktodd says on Pres. Trump’s attempts to overturn the resul… "
946,60,Eurasia Group Pres. Ian Bremmer says: “Every single political leader I’ve spoken to in the last 2 weeks around the… 
947,60,".@HayesBrown: President-elect Biden's Cabinet shortlist should include Hillary Clinton for U.N. ambassador
"
948,60,"Maryland Gov. Hogan says the Trump admin. and Biden admin. “need to start talking right away.” 

“We’re in the midd… "
949,60,".@MaddowBlog: Sen. Romney takes public aim at Pres. Trump's ""undemocratic"" scheme
"
950,60,“It’s incredibly dangerous that they are even entertaining the conversation because we all know what the law is in… 
951,60,"JUST IN: Sen. Rick Scott says he's tested positive for coronavirus:

""I am feeling good and experiencing very mild… "
952,60,"Fmr. President Obama is a “man who is comfortable in his own skin,” @CapehartJ says.  

“He knows who he is. He is… "
953,60,".@HayesBrown: President-elect Biden's Cabinet shortlist should include Hillary Clinton for U.N. ambassador
"
954,60,".@JoeNBC to Rudy Giuliani and Sen. McConnell on the transition:

“Will you continue to be part of a conspiracy that… "
955,60,"WATCH: @Maddow: Don't get this thing. Do whatever you can to keep from getting it.

Rachel reveals that her partner… "
956,60,.@kavitapmd says she “can’t help but shudder and fear” that testing lines are so long because people are getting te… 
957,60,".@JoeNBC to Sen. McConnell on a peaceful transfer of presidential power: 

“Will you continue to be part of a consp… "
958,60,".@HayesBrown: President-elect Biden's Cabinet shortlist should include Hillary Clinton for U.N. ambassador
"
959,60,"WATCH: @Maddow: Don't get this thing. Do whatever you can to keep from getting it.

Rachel Maddow reveals that her… "
960,60,"“Josh Hawley, Marco Rubio, Ted Cruz—are you okay with this? Are you okay with holding an American election and then… "
961,60,NEW: Pfizer announces it will submit an application to the U.S. Food and Drug Administration for an emergency use a… 
962,60,".@FrankFigliuzzi1: Trump's Twitter firing of Chris Krebs can't hide the truth about election results
"
963,60,"“The Senate should be working around the clock. This is an urgent, desperate situation,” Sen. Van Hollen says discu… "
964,60,A Texas couple is urging families not to travel over the holidays after losing six loved ones to Covid-19: “If you… 
965,60,"Georgia has completed its statewide audit of paper ballots, reaffirming President-elect Biden's victory in the stat… "
966,60,"“I’m more troubled that you’re seeing a lot of Republican officials go along with it, not because they actually bel… "
967,60,"“This president is dangerous,” fmr. Rep. Donna Edwards says of Pres. Trump delaying the transition of power amid th… "
968,60,"The teenager charged with fatally shooting two protesters in Kenosha, Wisconsin, says he used his coronavirus stimu… "
969,60,"""I don’t know his motive but I just think it’s totally irresponsible,"" President-elect Biden says, discussing Presi… "
970,60,“I heard HHS Secretary Azar say he wasn’t going to turn over the Biden transition team on coronavirus until Emily M… 
971,60,Dr. Richard Besser says “if Congress doesn’t step up and put money in people’s pockets … then you can’t expect peop… 
972,60,"WH coronavirus task force member Adm. Brett Giroir: ""This is not crying wolf. This is the worst rate of rise in cas… "
973,60,"Trump campaign is filing for a partial recount in Wisconsin, two campaign officials say.
"
974,60,WATCH: @AriMelber breaks down why it’s not President-elect Biden’s decision whether President Trump and his allies… 
975,60,Miami Beach Mayor Gelber discusses Florida mayors calling on Gov. DeSantis to take action amid surging coronavirus… 
976,60,"With more Americans turning to food banks, @ChuckTodd asks viewers to help:

""Try to buy one extra bag of groceries… "
977,60,“I sat their dumbfounded because the story presented by Mr. Giuliani bore no relationship to the actual complaint i… 
978,60,"Pete Buttigieg: ""This is one of those moments where no matter your politics, no matter your party, you want the inc… "
979,60,".@MaddowBlog: The real scandal: Trump's attempt to overturn an election he lost
"
980,60,"NJ Gov. Murphy says no communication between the Trump admin. and the incoming Biden admin. is ""completely, utterly… "
981,60,"“We’ve got to do the deep work of explaining the utility and the effectiveness of the US Senate,” Stacey Abrams say… "
982,60,".@FrankFigliuzzi1: Trump's Twitter firing of Chris Krebs can't hide the truth about election results
"
983,60,WATCH: Former Pres. Obama reflects on the impact of My Brother’s Keeper with three participants who benefited from… 
984,60,".@MaddowBlog: Facing ethics allegations, Sen. Graham doesn't appear to care
"
985,60,Former Pres. Obama says his advice to VP-elect Harris is the same as he offered to President-elect Biden: “When you… 
986,60,"The antiviral remdesivir should not be used as treatment for hospitalized Covid-19 patients, the World Health Organ… "
987,60,".@FrankFigliuzzi1: Trump's Twitter firing of Chris Krebs can't hide the truth about election results
"
988,60,“It’s incredibly dangerous that they are even entertaining the conversation because we all know what the law is in… 
989,60,"“Josh Hawley, Marco Rubio, Ted Cruz—are you okay with this? Are you okay with holding an American election and then… "
990,60,“What is so worrisome is that so many people in positions of power are willing either to support his anti-Democrati… 
991,60,"WATCH: @maddow: Don't get this thing. Do whatever you can to keep from getting it.

Rachel Maddow reveals that her… "
992,60,".@FrankFigliuzzi1: Trump's Twitter firing of Chris Krebs can't hide the truth about election results
"
993,60,"NEW: Sen. Romney: ""The President has now resorted to overt pressure on state and local officials to subvert the wil… "
994,60,"""I think Joe Biden is right to say that we should all make an effort to do our best to lower the temperature and li… "
995,60,"“Surround yourself with great people, stay open to ideas wherever they come from, reach out to the other side,” for… "
996,60,"Obama: ""I'm less surprised by Donald Trump doing this. He has shown only a flimsy relationship to the truth. I'm mo… "
997,60,"Former Pres. Obama: ""Look, Joe Biden's going to be the next president of the U.S. Kamala Harris will be the next vi… "
998,60,"Now on @MSNBC:

@CapehartJ hosts special town hall discussion with former President Obama
"
999,60,WATCH: Comedian Larry Wilmore and fmr. RNC chairman Michael Steele join @AriMelber to discuss late night television… 
1000,60,"BREAKING: US reports more than 185,000 new Covid-19 cases Thursday, setting a new single-day record, according to… "
1001,60,"In an exclusive interview with @MSNBC contributor Jonathan Capehart, fmr. President Obama says Republicans official… "
1002,60,“Joe Biden is right to say that we should all make an effort to do our best to lower the temperature and listen to… 
1003,60,"“The all out assault on our democracy is getting even worse,” @JoyAnnReid says, discussing Rudy Giuliani’s latest c… "
1004,60,“It’s incredibly dangerous that they are even entertaining the conversation because we all know what the law is in… 
1005,60,"Fmr. President Obama will speak with @CapehartJ for a special @MSNBC event, ‘A Promised Land: A Conversation with B… "
1006,60,".@FrankFigliuzzi1: Trump's Twitter firing of Chris Krebs can't hide the truth about election results
"
1007,60,"“The Senate should be working around the clock. This is an urgent, desperate situation,” Sen. Van Hollen says discu… "
1008,60,“The only the reason that we can have discussions about Joe Biden right now is because the autocrat in the Oval Off… 
1009,60,"“In court you need facts and you need the law, and they have neither,” @AWeissmann_ says, arguing that the Trump ca… "
1010,60,A Texas couple is urging families not to travel over the holidays after losing six loved ones to Covid-19: “If you… 
1011,60,"“I think it will be useful for us to just get back to the normal arguments between Democrats and Republicans,” form… "
1012,60,"Georgia has completed its statewide audit of paper ballots, reaffirming President-elect Biden's victory in the stat… "
1013,60,"“I’m more troubled that you’re seeing a lot of Republican officials go along with it, not because they actually bel… "
1014,60,"“This president is dangerous,” fmr. Rep. Donna Edwards says of Pres. Trump delaying the transition of power amid th… "
1015,60,"The teenager charged with fatally shooting two protesters in Kenosha, Wisconsin, says he used his coronavirus stimu… "
1016,60,"""I'm more troubled that you're seeing a lot of Republican officials go along with it,"" fmr. Pres. Obama says of Pre… "
1017,60,"Lori Loughlin's husband, Mossimo Giannulli, reported to a federal prison in California on Thursday to start a 5-mon… "
1018,60,"""I don’t know his motive but I just think it’s totally irresponsible,"" President-elect Biden says, discussing Presi… "
1019,60,President Trump called two Michigan canvassing board Republicans the day before they announced they wanted to resci… 
1020,60,BREAKING: California Gov. Newsom issues a limited stay at home order that will go into effect Saturday night. 
1021,60,“I heard HHS Secretary Azar say he wasn’t going to turn over the Biden transition team on coronavirus until Emily M… 
1022,60,".@KatyTurNBC: “Why is Europe flattening its curve while the US curve is exploding?” 

@CalNBC and @KeirSimmons disc… "
1023,60,"Hear @Maddow and all your favorite @MSNBC hosts any time.

Listen live on @tunein: "
1024,60,"As many Americans are struggling to put food on the table and turning to food banks ahead of the holidays,… "
1025,60,Dr. Richard Besser says “if Congress doesn’t step up and put money in people’s pockets … then you can’t expect peop… 
1026,60,"Fmr. President Obama will speak with @CapehartJ for a special @MSNBC event, ‘A Promised Land: A Conversation with B… "
1027,60,"President-elect Biden says he's chosen a treasury secretary for his incoming administration.

""It is someone who I… "
1028,60,"WH coronavirus task force member Adm. Brett Giroir: ""This is not crying wolf. This is the worst rate of rise in cas… "
1029,60,WATCH: @AriMelber breaks down why it’s not President-elect Biden’s decision whether President Trump and his allies… 
1030,60,Economist Betsey Stevenson discusses why women have been disproportionately impacted by unemployment amid the coron… 
1031,60,".@chrislhayes on Thanksgiving: ""1,800 Americans died today. If we all get together for Thanksgiving we can get it u… "
1032,60,Miami Beach Mayor Gelber discusses Florida mayors calling on Gov. DeSantis to take action amid surging coronavirus… 
1033,60,".@JoeNBC discusses his new book ""Saving Freedom: Truman, the Cold War, and the Fight for Western Civilization"" and… "
1034,60,"With more Americans turning to food banks, @ChuckTodd asks viewers to help:

""Try to buy one extra bag of groceries… "
1035,60,"Author Ta-Nehisi Coates tells @craigmelvin: ""The lives of Black people are just different ... You feel yourself vul… "
1036,60,“I sat their dumbfounded because the story presented by Mr. Giuliani bore no relationship to the actual complaint i… 
1037,60,"Pete Buttigieg: ""This is one of those moments where no matter your politics, no matter your party, you want the inc… "
1038,60,"Author Ta-Nehisi Coates on why he's not on Twitter:

""It incentivizes two things that are not good for my process .… "
1039,60,".@MaddowBlog: Facing ethics allegations, Sen. Graham doesn't appear to care
"
1040,60,White House coronavirus task force to hold first public briefing since July. 
1041,60,"NJ Gov. Murphy says no communication between the Trump admin. and the incoming Biden admin. is ""completely, utterly… "
1042,60,White House blocked a deal in October 2019 to pay for mental health services for migrant families who had been sepa… 
1043,60,"At least 251,823 people in the US have died of coronavirus. "
1044,60,".@ChuckTodd: President Trump's efforts to overturn election results “could crack the foundation of our democracy, p… "
1045,60,".@MaddowBlog: President Trump provides former speechwriter with new post
"
1046,60,"BREAKING: CDC recommends against travel for Thanksgiving as coronavirus cases surge across the country.
"
1047,60,"“There is no excuse for Republicans to not start moving forward now. Lives depend on it,” @JoeNBC says on delays to… "
1048,60,BREAKING: CDC recommends against travel for Thanksgiving as coronavirus cases surge across the country. 
1049,60,"Fmr. President Obama will speak with @CapehartJ for a special @MSNBC event, ‘A Promised Land: A Conversation with B… "
1050,60,"Dr. Richard Besser discusses why schools may be the safest place for children, if all coronavirus precautions are f… "
1051,60,California Gov. Newsom is facing criticism for attending an indoor dinner party and not following the coronavirus p… 
1052,60,".@MaddowBlog: For 35 consecutive weeks, the number of Americans filing for unemployment benefits has been worse tha… "
1053,60,"“We’ve got to do the deep work of explaining the utility and the effectiveness of the US Senate,” Stacey Abrams say… "
1054,60,".@HayesBrown: President Trump is leaving President-elect Biden a big choice in Afghanistan
"
1055,60,".@craigmelvin: ""Right now, here in New York City, you can eat inside a restaurant if you want. You can, perhaps, go… "
1056,60,".@CalNBC speaks to a funeral director in Chicago as coronavirus cases surge in the region: 

""I've never witnessed… "
1057,60,".@maddow discusses the firing of Chris Krebs, the director of CISA, and explains how the firing of the agency’s top… "
1058,60,"Top officials from organizations representing American hospitals, doctors, and nurses are calling on President Trum… "
1059,60,".@HayesBrown: President Trump is leaving President-elect Biden a big choice in Afghanistan
"
1060,60,".@emarvelous reacts to Trump admin. officials dodging reporters’ questions in recent days. 
"
1061,60,"“Donald Trump is a man of zero responsibility. Reckless, irresponsible guy who somehow his fragile psyche takes nou… "
1062,60,"NEW: White House killed deal to pay for mental health care for migrant families separated at the border,… "
1063,60,NEW: White House blocked a deal in October 2019 to pay for mental health services for migrant families who had been… 
1064,60,"NJ Gov. Murphy says no communication between the Trump admin. and the incoming Biden admin. is ""completely, utterly… "
1065,60,".@HayesBrown: President Trump is leaving President-elect Biden a big choice in Afghanistan
"
1066,60,"“There is no excuse for Republicans to not start moving forward now. Lives depend on it,” @JoeNBC says on delays to… "
1067,60,Dr. Osterholm on the state of the coronavirus pandemic: “We’re going to look back in the next few weeks and wish we… 
1068,60,Author Noah Rothman on why Republicans continue to support the president’s false claims of voter fraud: “The concer… 
1069,60,"JUST IN: Last week's jobless claims totaled 742,000 — higher than economists' forecasts of 710,000 — and with coron… "
1070,60,"Despite recent vaccine developments, Dr. Michelle McMurry-Heath says “We have to sacrifice this holiday season and… "
1071,60,".@HayesBrown: President Trump is leaving President-elect Biden a big choice in Afghanistan
"
1072,60,"Stacey Abrams played a crucial role in delivering Georgia to Joe Biden. Her next test is on Jan. 5, with two critic… "
1073,60,Michigan’s Wayne County unanimously certifies election results showing President-elect Biden defeating President Tr… 
1074,60,.@Eugene_Robinson on Sen. Graham allegedly pushing GA Sec. of State Raffensperger to toss out legal votes in the st… 
1075,60,Rudy Giuliani joined the Trump campaign's sputtering legal effort in Pennsylvania after most attorneys had withdraw… 
1076,60,"Africa marks 2 million confirmed cases of Covid-19, as the top public health official warns that “we are inevitably… "
1077,60,NEW: Sec. Pompeo makes history as the first secretary of state and highest ranking U.S. official to visit an Israel… 
1078,60,A tiny owl was rescued and is recovering at a wildlife rehabilitation facility after being trucked into New York Ci… 
1079,60,"LIVE BLOG: New home testing kits approved as the U.S. surpasses 250,000 Covid-19 deaths. "
1080,60,"WH coronavirus task force member Adm. Brett Giroir: ""This is not crying wolf. This is the worst rate of rise in cas… "
1081,60,A top staffer for Georgia Sec. of State Raffensperger said Tuesday that he was on the call when Sen. Graham asked h… 
1082,60,"Bob Woodward says President Trump is “testing the waters” to see how far he can get with “this idea, this declarati… "
1083,60,"President-elect Biden announces additional senior White House staff hires, tapping some of his longest-serving aide… "
1084,60,"Sen. Warner on President Trump's efforts to overturn the election results: ""I view that the vast majority of Republ… "
1085,60,Pennsylvania Supreme Court rejects the Trump campaign’s claim that Philadelphia violated state election law in the… 
1086,60,"""He hasn't been any help,"" Gov. Cuomo says, discussing Pres. Trump's Covid-19 response. ""This federal administratio… "
1087,60,.@MaddowBlog: Pentagon officials eye 'off-site' meetings with Joe Biden's team 
1088,60,"WATCH: @AriMelber breaks down Rudy Giuliani's claims in court as he argues a case on behalf of Pres. Trump, pushing… "
1089,60,7 people are facing charges for allegedly stealing millions in Covid-19 relief funds and spending it on luxury item… 
1090,60,"“Trump saying that he may run in 2024, that freezes everything. Ted, Marco, Nikki, Josh, you name them, they cannot… "
1091,60,“I sat their dumbfounded because the story presented by Mr. Giuliani bore no relationship to the actual complaint i… 
1092,60,"Nearly half of 83 people who attended a recent Ohio wedding test positive for Covid-19, making it the latest super-… "
1093,60,"""This is the most irresponsible leadership during a transition that I think any of us have seen in our lifetimes ..… "
1094,60,"""It appears that Lindsey Graham may have crossed the line into illegality as part of an effort to rip away Joe Bide… "
1095,60,A top staffer for Georgia Sec. of State Raffensperger said Tuesday that he was on the call when Sen. Graham asked h… 
1096,60,"Stacey Abrams played a crucial role in delivering Georgia to Joe Biden. Her next test is on Jan. 5, with two critic… "
1097,60,".@MaddowBlog: Texas AG, 'Lawyers for Trump' leader reportedly facing FBI probe "
1098,60,"Twitter's story feature ""Fleets"" rolled out to less than enthusiastic reviews from users, but experts say there’s a… "
1099,60,7 people are facing charges for allegedly stealing millions in Covid-19 relief funds and spending it on luxury item… 
1100,60,"""We’ve seen the Trump campaign’s success in court post-election, and they keep losing case after case. And the reas… "
1101,60,".@chrislhayes on WH Coronavirus Task Force warning that US could face 2,000 Covid-19 deaths per day by Christmas: “… "
1102,60,"""There's no question about who's won the state of Wisconsin,"" Wisconsin AG Kaul says. ""Donald Trump is basically in… "
1103,60,“I heard HHS Secretary Azar say he wasn’t going to turn over the Biden transition team on coronavirus until Emily M… 
1104,60,".@chrislhayes on Thanksgiving: ""1,800 Americans died today. If we all get together for Thanksgiving we can get it u… "
1105,60,Current and former Trump admin. officials have privately reached out to President-elect Joe Biden's transition team… 
1106,60,"Tim O’Brien: “Donald Trump will go to the grave with a gravestone that says, ‘I won.’ Even though his business hist… "
1107,60,"""This is a policy we should have in place everywhere because it saves lives,"" Dr. Vivek Murthy says about the impor… "
1108,60,"""We've got to do the deep work of explaining the utility and the effectiveness of the US Senate,"" Stacey Abrams say… "
1109,60,"WATCH: Fmr. Senior Trump aide Ja'Ron Smith declines to explicitly state whether Joe Biden won the election.
“We sho… "
1110,60,“What Donald Trump is engaged in is the type of behavior that we’ve seen in many authoritarian countries around the… 
1111,60,WATCH: @AriMelber breaks down why it’s not President-elect Biden’s decision whether President Trump and his allies… 
1112,60,"Live on @MSNBC: 

Rachel Maddow joins Ali Velshi from quarantine. "
1113,60,"On Pres. Trump delaying the transfer of power, Michael Steele says, President-elect Biden “cannot wait for Donald T… "
1114,60,".@MaddowBlog: As death toll tops 250,000, Trump has failed by his own standards "
1115,60,WATCH: @AymanM speaks with Milwaukee County Clerk George Christenson about the threats and animosity directed at hi… 
1116,60,"Live on @MSNBC: 

@AliVelshi speaks with Stacey Abrams about Georgia and the upcoming Senate races.… "
1117,60,Steve Schmidt on Pres. Trump’s efforts to overturn election results: “The American system has been sustained on fai… 
1118,70,They had room because they didn't have to carry pallets of cash to the Iranian terror regime 
1119,70,Prediction: They're not going to end the payment system and Biden will restore the funding after the PA provides so… 
1120,70,Bernie Sanders as Labor Secretary is a dystopian nightmare 
1121,70,"The actual article is a giant whine about how he talked with Trump supporters, got along with them...but they didn'… "
1122,70,"""You are all racist douchebags! But I want to reach out to you.""
""GFY.""
""Oh, I give up.""
"
1123,70,"If he calls it a ""lid"" will everybody in the media be satisfied? "
1124,70,"Why, it's almost as though declaring something a right does not in fact make the good magically materialize without… "
1125,70,"Housing is a human right, too, I'd assume. So cancel all mortgage debt. Hell, why not also cancel credit card debt,… "
1126,70,You've never heard of someone leaving a city because of their government? Really? 
1127,70,They're all fair game. The difference is that nobody could explain how ACB's religion was going to affect her rulin… 
1128,70,"This piece is uniquely and horrifyingly terrible. It's basically, ""Ivanka Trump and I were friends because she was… "
1129,70,"Wearing a surgical mask, according to this study, does not protect the person wearing the mask; the study did not t… "
1130,70,There's every chance he could do this. Which is why he shouldn't gather with people who are vulnerable. Which is wh… 
1131,70,"This is, in fact, the point: Newsom SHOULDN'T be particularly afraid of getting covid, because he is a 53-year-old… "
1132,70,Lockdowns cannot be fully compensated through faux stimulus 
1133,70,It's obvious that the media have picked up their former roles as Democratic stenographers. The narrative is going r… 
1134,70,"Hey, weird, I'm noticing there's no Twitter warning here about official sources disputing this information. Almost… "
1135,70,The disparity between wealth and income quintiles is presumably due to the fact that professionals who go to gradua… 
1136,70,"Looks like by ""moonshot to cure cancer,"" the Biden Cancer Initiative meant ""moonshot to enrich its executives and g… "
1137,70,In which The Daily Beast discovers Christianity exists 
1138,70,In which we learn that the media pretending Stacey Abrams is a thing will not make Stacey Abrams a thing 
1139,70,You do. You stopped by to get angry about any comment on it. 
1140,70,"""How can we rebuild public trust?"" asked the Media Watchdog, while glowingly quoting the folks who helped undermine… "
1141,70,"I'm going to with ""in air conditioned offices with a really nice catered spread and a full-time support staff"" "
1142,70,"""We are entering into an epistemological crisis,"" said the president who declared that if you liked your doctor, yo… "
1143,70,"Your commitment to truth, as well as Obama's led to you sticking to stenography on behalf of an administration that… "
1144,70,All of the things @KarenAttiah is saying right here are true. Colleges have become a scam for a huge number of peop… 
1145,70,OMG SO MUCH HEALING AND CONCILIATION HAPPENING RIGHT NOW 
1146,90,"Word to the wise, from the wise. Best to Susan for a complete recovery. Thankful Susan is well enough for Rachel to… "
1147,90,Find out how you can help the North Texas Food Bank here: 
1148,90,We shouldnt. #RememberWhoSaidNothing - who wanted you buy the absurdity that was rudy today so you could be complic… 
1149,90,Proof?  No more talking dead people. why didnt lawyers in MULTIPLE lawsuits in the state produce more than news acc… 
1150,90,Don't miss Dr. Fauci on Cuomo Prime Time tonight! #LetsGetAfterIt 
1151,90,For those of you asking how to help with hunger and asking abt @heartofthehamp ... a win win! Can support drive to… 
1152,90,I get the animus...plenty of it flowing both ways. Once this is “over”...the more people focus on what they agree m… 
1153,90,Let me ask @heartofthehamp - you can contact directly as well 
1154,90,“The fraud”...you mean the mystery fraud? The one with no proof except for glaring evidence of lacking the characte… 
1155,90,"They fear going hungry. No need to dress it up like a diagnosis. Real, raw need. Period. "
1156,90,"First of all… School is the only place too many kids get a good meal. But, no, teachers should not have to sacrific… "
1157,90,"Twitter- toxic crucible. But, the goal is to engage...and this is one place to do that. So be aware, and be slow to… "
1158,90,"Says the guy with Christian as first word in bio. Show it, brother! Be better than this! Pray the hate away. "
1159,90,"Call me whatever you want, just support the troops who secure your right to free speech...even if what comes out of… "
1160,90,Yes - and even though #StandUpForHeroes is same time...it matters so much more. These men and women fought for my r… 
1161,90,You can watch #StandUpForHeroes on many platforms and for free. If you say you Support the Troops...this is a chanc… 
1162,90,No wonder Trump party wants gop sos from ga to resign...he tells the truth! “Trump lost Georgia cuz questioned mail… 
1163,90,"Stand Up for Heroes is TONIGHT! Virtual!  9 PM EST. You can watch for free on the Stand Up for Heroes website, or v… "
1164,90,This is proof that we need to get past nontroversy and trumpery and focus on real problems. 
1165,90,Remember what people said and did. This is who they are. #Remember 
1166,90,False premise. What proof that would change things? Filing suits doesn’t mean you have compelling proof. Neither th… 
1167,90,What else do you call a doctor telling people to resist recommendations based on science? 
1168,90,Fact over fiction. But wait...there is more...come see 
1169,90,We all know why. And listen to what we have after the break.  @CuomoPrimeTime 
1170,90,I point it out (and then some on occasion)...you hold to account with your vote. I don’t want a beef...or a twitter… 
1171,90,Wish Sen Grassley well. Having covid is no joke at his age. Cruz knows what is right...he intentionally plays to tr… 
1172,90,"Says the man who called a senator an “ass”. Senator, you have people on lines for food in your state. Focus on them… "
1173,90,“We stubbornly reject any rule that may save our lives” 
1174,90,Students must speak up/out...loan abeyance is key right now. Will Biden and Congress step up? 
1175,90,And if 90% wear masks and observe restrictions the need for the vaccine gets reduces significantly? 
1176,90,Why doesn’t rubio want facts that support trump’s fugazy fraud claims before going along with delaying transition i… 
1177,90,Wrong. You have been empowering the notion that there are problems with the count that justify delaying transition… 
1178,90,"What you ignore, you empower. No both sides talk when it comes to people who act on hate. America must be better th… "
1179,90,"Yeah, many are long-term folks trumpers call the deep state. Pfff "
1180,90,Trump is raising money off the georgia recount as proof of a problem. Not accurate but one more reason for this sag… 
1181,90,This is a period in history that will he discussed for a long time...how do you want to be remembered? 
1182,90,Secy state does the recount - but they are certainly going all out...perhaps even beyond what law requires. FWIW: “… 
1183,90,True - and I am sorry for her struggle. My point is that even a mild case can carry complications 
1184,90,"An important reminder, amid all the noise, for all men and women.  "
1185,90,Makes you a lot better than most. No apology needed. Thank you. And onward. 
1186,90,Struggle IS the success. Effort is often all we have. Success is soooo subjective. More more more. I am learning th… 
1187,90,"Yes, but I am lucky. #longhaulers are a real thing and so many are getting so little help. Thanks for asking. Stay… "
1188,90,"Went there from usa college rugby training. Local guys, many who worked at a fish cannery crushed us! But made us b… "
1189,90,Used to do it more. Twitter is kind of a toxic crucible too often. And there are many better resources than me! But… 
1190,90,We all struggle. We are all flawed. We look for guides to quick fixes and fads...but reality teaches everything tha… 
1191,90,Stay home! It is scary out there! (Dangerfield from Back to School). Basic reality: you must find the sweet spot of… 
1192,90,"No one masters...it is all about effort. The grind is the only glory, right? Just being aware that fringe are tryin… "
1193,90,He has no replacement. Period. He was a friend and mentor...he helped me remember what matters in what I do but mor… 
1194,90,Wont happen - but just remember: they say it is ok for trump to push fraud with no proof while they accept the cong… 
1195,90,Have to listen and think and study and then filter 
1196,90,With more people on food lines than ever since great depression? Where was that austerity on trump unfunded tax cut… 
1197,90,"Thanks for the help, but ignore the noise...they start fights to get attn and they cover it to distract from playin… "
1198,90,First: you grind. Second: you listen. Third: you learn to ignore noise. Fourth: you remember to live your life beca… 
1199,90,Accent?! :) appreciate people letting us to do the job for them. Truly. Ugly times. 
1200,90,700k+ filed first time ue this month. No v - shaped recovery. We should have stimulus talks now...instead right are… 
1201,90,We see things differently often...but what we know for sure is that the other is open and cares about the distincti… 
1202,90,A golf shot - he finds surreal. Supporting trump’s fraud suggestion with zero proof of widespread problems...all to… 
1203,90,#traveshamockery from a bud light commercial I think - with the guy from better call saul 
1204,90,Sorry to hear and thank you for your service. Social media has a growing number of support groups...some on there h… 
1205,90,No shame in my game. And I want #longhaulers to heard and helped. Too many are being waved off. Just saw new cnn pr… 
1206,90,Don’t freak...focus: tonight we show what this trumpery is really about...and we also have some new info about… 
1207,90,Leave it alone. Everyone trying to be relevant. Hostility sells. Focus on righteous indignation: trump at his worst… 
1208,90,Can congress come together and investigate this?  
1209,90,I am “liking” tweets from people expressing #longhaulers situations. We need people to know they are not alone...an… 
1210,90,"Lucky for you, there is a cure...for ignorance: start paying attention to fact and science. "
1211,90,Angry journalism...I have to think abt that...appreciate the feedback 
1212,90,"Slapping the luv guv around is more of a hobby that a job. Seriously, thank you for giving me a chance to do the jo… "
1213,90,Humans should feel love for fellow man. It is not just ok....it is a must. Big reason I call people brother and sis… 
1214,90,#COVID19 #pandemic I will be a forensic format of where we are and how we get better.  That is the crisis. And I wi… 
1215,90,"Not impartial...fair. You encourage people to attack me and my fam, online and in person, you will get the worst of… "
1216,90,"In truth, while I appreciate the opportunity you give me to do the job for you...I benefit from you curiosity and i… "
1217,90,There are bad people and bigots. Trust me I am painfully and personally aware of their bravado and bite. But there… 
1218,90,Deaths are a LAGGING indicator. Stop playing down the truth and the pain. The era of bullshit is over. Covid=real.… 
1219,90,"Love YOU too. We have to love each other. Doesnt mean we like what everyone says and does, nor that we cant fight o… "
1220,90,9p eastern. M-F. CuomoPrimeTime the ever-loving home of #LetsGetAfterIt  SXM M-F 12-2p ch 124 
1221,90,Thanks for letting us do the job for you. Made by kenneth cole 
1222,90,So now we should count mail-in ballots? #ENOUGH #KeepCounting 
1223,90,"Harry Enten. @ForecasterEnten - lives in my office and increasingly my apt. He is smart, sweet and very committed t… "
1224,90,Lou told you - “devil went down to ga” - charlie daniels 
1225,90,Think slow. I said concession is only tradition...but here is why it matters: what happens when he refuses? You can… 
1226,90,First - thank you. heartening to see the country coming out to vote as we did and watching the process play out. I… 
1227,90,I am a very simple read. Thank you for the look on this coverage. Nothing like being a witness to history - and we… 
1228,90,How abt our fellow citizens volunteering through the night to count votes! #AmeriCANS -Georgia could switch hands o… 
1229,90,Dozier is another #AmeriCAN. we should be celebrating all the participation and the people delivering popular manda… 
